Region,Año,Tipos_delito,Ordenado_por,Familia_delito,Grupo_delito,Subgrupo_delito,Cantidad
Atacama,2018,Otras infracciones a la ley de armas,Subgrupo,Delitos asociados a armas,Crímenes y simples delitos ley de armas,Otras infracciones a la ley de armas,230
Atacama,2019,Otras infracciones a la ley de armas,Subgrupo,Delitos asociados a armas,Crímenes y simples delitos ley de armas,Otras infracciones a la ley de armas,195
Atacama,2020,Otras infracciones a la ley de armas,Subgrupo,Delitos asociados a armas,Crímenes y simples delitos ley de armas,Otras infracciones a la ley de armas,121
Atacama,2021,Otras infracciones a la ley de armas,Subgrupo,Delitos asociados a armas,Crímenes y simples delitos ley de armas,Otras infracciones a la ley de armas,84
Atacama,2022,Otras infracciones a la ley de armas,Subgrupo,Delitos asociados a armas,Crímenes y simples delitos ley de armas,Otras infracciones a la ley de armas,59
Atacama,2023,Otras infracciones a la ley de armas,Subgrupo,Delitos asociados a armas,Crímenes y simples delitos ley de armas,Otras infracciones a la ley de armas,87
Atacama,2024,Otras infracciones a la ley de armas,Subgrupo,Delitos asociados a armas,Crímenes y simples delitos ley de armas,Otras infracciones a la ley de armas,120
Atacama,2013,Porte de arma cortante o punzante,Grupo,Delitos asociados a armas,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,201
Atacama,2014,Porte de arma cortante o punzante,Grupo,Delitos asociados a armas,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,244
Atacama,2015,Porte de arma cortante o punzante,Grupo,Delitos asociados a armas,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,194
Atacama,2016,Porte de arma cortante o punzante,Grupo,Delitos asociados a armas,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,213
Atacama,2017,Porte de arma cortante o punzante,Grupo,Delitos asociados a armas,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,222
Atacama,2018,Porte de arma cortante o punzante,Grupo,Delitos asociados a armas,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,239
Atacama,2019,Porte de arma cortante o punzante,Grupo,Delitos asociados a armas,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,239
Atacama,2020,Porte de arma cortante o punzante,Grupo,Delitos asociados a armas,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,110
Atacama,2021,Porte de arma cortante o punzante,Grupo,Delitos asociados a armas,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,72
Atacama,2022,Porte de arma cortante o punzante,Grupo,Delitos asociados a armas,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,143
Atacama,2023,Porte de arma cortante o punzante,Grupo,Delitos asociados a armas,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,194
Atacama,2024,Porte de arma cortante o punzante,Grupo,Delitos asociados a armas,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,131
Atacama,2013,Delitos contra la propiedad no violentos,Familia de delitos,Delitos contra la propiedad no violentos,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,7722
Atacama,2014,Delitos contra la propiedad no violentos,Familia de delitos,Delitos contra la propiedad no violentos,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,8140
Atacama,2015,Delitos contra la propiedad no violentos,Familia de delitos,Delitos contra la propiedad no violentos,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,6980
Atacama,2016,Delitos contra la propiedad no violentos,Familia de delitos,Delitos contra la propiedad no violentos,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,7066
Atacama,2017,Delitos contra la propiedad no violentos,Familia de delitos,Delitos contra la propiedad no violentos,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,6775
Atacama,2018,Delitos contra la propiedad no violentos,Familia de delitos,Delitos contra la propiedad no violentos,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,7007
Atacama,2019,Delitos contra la propiedad no violentos,Familia de delitos,Delitos contra la propiedad no violentos,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,7454
Atacama,2020,Delitos contra la propiedad no violentos,Familia de delitos,Delitos contra la propiedad no violentos,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,5227
Atacama,2021,Delitos contra la propiedad no violentos,Familia de delitos,Delitos contra la propiedad no violentos,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,3539
Atacama,2022,Delitos contra la propiedad no violentos,Familia de delitos,Delitos contra la propiedad no violentos,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,6148
Atacama,2023,Delitos contra la propiedad no violentos,Familia de delitos,Delitos contra la propiedad no violentos,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,6609
Atacama,2024,Delitos contra la propiedad no violentos,Familia de delitos,Delitos contra la propiedad no violentos,Porte de arma cortante o punzante,Otras infracciones a la ley de armas,5845
Atacama,2013,Robos en lugares habitados y no habitados,Grupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Otras infracciones a la ley de armas,2522
Atacama,2014,Robos en lugares habitados y no habitados,Grupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Otras infracciones a la ley de armas,2702
Atacama,2015,Robos en lugares habitados y no habitados,Grupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Otras infracciones a la ley de armas,2728
Atacama,2016,Robos en lugares habitados y no habitados,Grupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Otras infracciones a la ley de armas,2645
Atacama,2017,Robos en lugares habitados y no habitados,Grupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Otras infracciones a la ley de armas,2823
Atacama,2018,Robos en lugares habitados y no habitados,Grupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Otras infracciones a la ley de armas,2630
Atacama,2019,Robos en lugares habitados y no habitados,Grupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Otras infracciones a la ley de armas,2926
Atacama,2020,Robos en lugares habitados y no habitados,Grupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Otras infracciones a la ley de armas,2159
Atacama,2021,Robos en lugares habitados y no habitados,Grupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Otras infracciones a la ley de armas,1416
Atacama,2022,Robos en lugares habitados y no habitados,Grupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Otras infracciones a la ley de armas,2595
Atacama,2023,Robos en lugares habitados y no habitados,Grupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Otras infracciones a la ley de armas,2626
Atacama,2024,Robos en lugares habitados y no habitados,Grupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Otras infracciones a la ley de armas,2143
Atacama,2013,Robo en lugar habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robo en lugar habitado,1405
Atacama,2014,Robo en lugar habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robo en lugar habitado,1297
Atacama,2015,Robo en lugar habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robo en lugar habitado,1392
Atacama,2016,Robo en lugar habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robo en lugar habitado,1299
Atacama,2017,Robo en lugar habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robo en lugar habitado,1331
Atacama,2018,Robo en lugar habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robo en lugar habitado,1297
Atacama,2019,Robo en lugar habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robo en lugar habitado,1441
Atacama,2020,Robo en lugar habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robo en lugar habitado,1075
Atacama,2021,Robo en lugar habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robo en lugar habitado,686
Atacama,2022,Robo en lugar habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robo en lugar habitado,1192
Atacama,2023,Robo en lugar habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robo en lugar habitado,1116
Atacama,2024,Robo en lugar habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robo en lugar habitado,944
Atacama,2013,Robos en lugar no habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robos en lugar no habitado,1117
Atacama,2014,Robos en lugar no habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robos en lugar no habitado,1405
Atacama,2015,Robos en lugar no habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robos en lugar no habitado,1336
Atacama,2016,Robos en lugar no habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robos en lugar no habitado,1346
Atacama,2017,Robos en lugar no habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robos en lugar no habitado,1492
Atacama,2018,Robos en lugar no habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robos en lugar no habitado,1333
Atacama,2019,Robos en lugar no habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robos en lugar no habitado,1485
Atacama,2020,Robos en lugar no habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robos en lugar no habitado,1084
Atacama,2021,Robos en lugar no habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robos en lugar no habitado,730
Atacama,2022,Robos en lugar no habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robos en lugar no habitado,1403
Atacama,2023,Robos en lugar no habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robos en lugar no habitado,1510
Atacama,2024,Robos en lugar no habitado,Subgrupo,Delitos contra la propiedad no violentos,Robos en lugares habitados y no habitados,Robos en lugar no habitado,1199
Atacama,2013,Robos de vehículos y sus accesorios,Grupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robos en lugar no habitado,1186
Atacama,2014,Robos de vehículos y sus accesorios,Grupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robos en lugar no habitado,1452
Atacama,2015,Robos de vehículos y sus accesorios,Grupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robos en lugar no habitado,1029
Atacama,2016,Robos de vehículos y sus accesorios,Grupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robos en lugar no habitado,1147
Atacama,2017,Robos de vehículos y sus accesorios,Grupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robos en lugar no habitado,1044
Atacama,2018,Robos de vehículos y sus accesorios,Grupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robos en lugar no habitado,1074
Atacama,2019,Robos de vehículos y sus accesorios,Grupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robos en lugar no habitado,938
Atacama,2020,Robos de vehículos y sus accesorios,Grupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robos en lugar no habitado,720
Atacama,2021,Robos de vehículos y sus accesorios,Grupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robos en lugar no habitado,559
Atacama,2022,Robos de vehículos y sus accesorios,Grupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robos en lugar no habitado,1166
Atacama,2023,Robos de vehículos y sus accesorios,Grupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robos en lugar no habitado,1533
Atacama,2024,Robos de vehículos y sus accesorios,Grupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robos en lugar no habitado,1501
Atacama,2013,Robo de vehículo motorizado,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de vehículo motorizado,382
Atacama,2014,Robo de vehículo motorizado,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de vehículo motorizado,473
Atacama,2015,Robo de vehículo motorizado,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de vehículo motorizado,275
Atacama,2016,Robo de vehículo motorizado,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de vehículo motorizado,355
Atacama,2017,Robo de vehículo motorizado,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de vehículo motorizado,342
Atacama,2018,Robo de vehículo motorizado,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de vehículo motorizado,319
Atacama,2019,Robo de vehículo motorizado,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de vehículo motorizado,292
Atacama,2020,Robo de vehículo motorizado,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de vehículo motorizado,200
Atacama,2021,Robo de vehículo motorizado,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de vehículo motorizado,199
Atacama,2022,Robo de vehículo motorizado,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de vehículo motorizado,346
Atacama,2023,Robo de vehículo motorizado,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de vehículo motorizado,321
Atacama,2024,Robo de vehículo motorizado,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de vehículo motorizado,382
Atacama,2013,Robo de objetos de o desde vehículo,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de objetos de o desde vehículo,804
Atacama,2014,Robo de objetos de o desde vehículo,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de objetos de o desde vehículo,979
Atacama,2015,Robo de objetos de o desde vehículo,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de objetos de o desde vehículo,754
Atacama,2016,Robo de objetos de o desde vehículo,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de objetos de o desde vehículo,792
Atacama,2017,Robo de objetos de o desde vehículo,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de objetos de o desde vehículo,702
Atacama,2018,Robo de objetos de o desde vehículo,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de objetos de o desde vehículo,755
Atacama,2019,Robo de objetos de o desde vehículo,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de objetos de o desde vehículo,646
Atacama,2020,Robo de objetos de o desde vehículo,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de objetos de o desde vehículo,520
Atacama,2021,Robo de objetos de o desde vehículo,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de objetos de o desde vehículo,360
Atacama,2022,Robo de objetos de o desde vehículo,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de objetos de o desde vehículo,820
Atacama,2023,Robo de objetos de o desde vehículo,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de objetos de o desde vehículo,1212
Atacama,2024,Robo de objetos de o desde vehículo,Subgrupo,Delitos contra la propiedad no violentos,Robos de vehículos y sus accesorios,Robo de objetos de o desde vehículo,1119
Atacama,2013,Otros robos con fuerza en las cosas,Grupo,Delitos contra la propiedad no violentos,Otros robos con fuerza en las cosas,Robo de objetos de o desde vehículo,88
Atacama,2014,Otros robos con fuerza en las cosas,Grupo,Delitos contra la propiedad no violentos,Otros robos con fuerza en las cosas,Robo de objetos de o desde vehículo,104
Atacama,2015,Otros robos con fuerza en las cosas,Grupo,Delitos contra la propiedad no violentos,Otros robos con fuerza en las cosas,Robo de objetos de o desde vehículo,116
Atacama,2016,Otros robos con fuerza en las cosas,Grupo,Delitos contra la propiedad no violentos,Otros robos con fuerza en las cosas,Robo de objetos de o desde vehículo,138
Atacama,2017,Otros robos con fuerza en las cosas,Grupo,Delitos contra la propiedad no violentos,Otros robos con fuerza en las cosas,Robo de objetos de o desde vehículo,134
Atacama,2018,Otros robos con fuerza en las cosas,Grupo,Delitos contra la propiedad no violentos,Otros robos con fuerza en las cosas,Robo de objetos de o desde vehículo,186
Atacama,2019,Otros robos con fuerza en las cosas,Grupo,Delitos contra la propiedad no violentos,Otros robos con fuerza en las cosas,Robo de objetos de o desde vehículo,209
Atacama,2020,Otros robos con fuerza en las cosas,Grupo,Delitos contra la propiedad no violentos,Otros robos con fuerza en las cosas,Robo de objetos de o desde vehículo,107
Atacama,2021,Otros robos con fuerza en las cosas,Grupo,Delitos contra la propiedad no violentos,Otros robos con fuerza en las cosas,Robo de objetos de o desde vehículo,77
Atacama,2022,Otros robos con fuerza en las cosas,Grupo,Delitos contra la propiedad no violentos,Otros robos con fuerza en las cosas,Robo de objetos de o desde vehículo,150
Atacama,2023,Otros robos con fuerza en las cosas,Grupo,Delitos contra la propiedad no violentos,Otros robos con fuerza en las cosas,Robo de objetos de o desde vehículo,298
Atacama,2024,Otros robos con fuerza en las cosas,Grupo,Delitos contra la propiedad no violentos,Otros robos con fuerza en las cosas,Robo de objetos de o desde vehículo,265
Atacama,2013,Hurtos,Grupo,Delitos contra la propiedad no violentos,Hurtos,Robo de objetos de o desde vehículo,3785
Atacama,2014,Hurtos,Grupo,Delitos contra la propiedad no violentos,Hurtos,Robo de objetos de o desde vehículo,3667
Atacama,2015,Hurtos,Grupo,Delitos contra la propiedad no violentos,Hurtos,Robo de objetos de o desde vehículo,2922
Atacama,2016,Hurtos,Grupo,Delitos contra la propiedad no violentos,Hurtos,Robo de objetos de o desde vehículo,2953
Atacama,2017,Hurtos,Grupo,Delitos contra la propiedad no violentos,Hurtos,Robo de objetos de o desde vehículo,2596
Atacama,2018,Hurtos,Grupo,Delitos contra la propiedad no violentos,Hurtos,Robo de objetos de o desde vehículo,2937
Atacama,2019,Hurtos,Grupo,Delitos contra la propiedad no violentos,Hurtos,Robo de objetos de o desde vehículo,3079
Atacama,2020,Hurtos,Grupo,Delitos contra la propiedad no violentos,Hurtos,Robo de objetos de o desde vehículo,2076
Atacama,2021,Hurtos,Grupo,Delitos contra la propiedad no violentos,Hurtos,Robo de objetos de o desde vehículo,1362
Atacama,2022,Hurtos,Grupo,Delitos contra la propiedad no violentos,Hurtos,Robo de objetos de o desde vehículo,2048
Atacama,2023,Hurtos,Grupo,Delitos contra la propiedad no violentos,Hurtos,Robo de objetos de o desde vehículo,1917
Atacama,2024,Hurtos,Grupo,Delitos contra la propiedad no violentos,Hurtos,Robo de objetos de o desde vehículo,1697
Atacama,2013,Receptación,Grupo,Delitos contra la propiedad no violentos,Receptación,Robo de objetos de o desde vehículo,141
Atacama,2014,Receptación,Grupo,Delitos contra la propiedad no violentos,Receptación,Robo de objetos de o desde vehículo,215
Atacama,2015,Receptación,Grupo,Delitos contra la propiedad no violentos,Receptación,Robo de objetos de o desde vehículo,185
Atacama,2016,Receptación,Grupo,Delitos contra la propiedad no violentos,Receptación,Robo de objetos de o desde vehículo,183
Atacama,2017,Receptación,Grupo,Delitos contra la propiedad no violentos,Receptación,Robo de objetos de o desde vehículo,178
Atacama,2018,Receptación,Grupo,Delitos contra la propiedad no violentos,Receptación,Robo de objetos de o desde vehículo,180
Atacama,2019,Receptación,Grupo,Delitos contra la propiedad no violentos,Receptación,Robo de objetos de o desde vehículo,302
Atacama,2020,Receptación,Grupo,Delitos contra la propiedad no violentos,Receptación,Robo de objetos de o desde vehículo,165
Atacama,2021,Receptación,Grupo,Delitos contra la propiedad no violentos,Receptación,Robo de objetos de o desde vehículo,125
Atacama,2022,Receptación,Grupo,Delitos contra la propiedad no violentos,Receptación,Robo de objetos de o desde vehículo,189
Atacama,2023,Receptación,Grupo,Delitos contra la propiedad no violentos,Receptación,Robo de objetos de o desde vehículo,235
Atacama,2024,Receptación,Grupo,Delitos contra la propiedad no violentos,Receptación,Robo de objetos de o desde vehículo,239
Atacama,2013,Incivilidades,Familia de delitos,Incivilidades,Receptación,Robo de objetos de o desde vehículo,10718
Atacama,2014,Incivilidades,Familia de delitos,Incivilidades,Receptación,Robo de objetos de o desde vehículo,9796
Atacama,2015,Incivilidades,Familia de delitos,Incivilidades,Receptación,Robo de objetos de o desde vehículo,8446
Atacama,2016,Incivilidades,Familia de delitos,Incivilidades,Receptación,Robo de objetos de o desde vehículo,8178
Atacama,2017,Incivilidades,Familia de delitos,Incivilidades,Receptación,Robo de objetos de o desde vehículo,8134
Atacama,2018,Incivilidades,Familia de delitos,Incivilidades,Receptación,Robo de objetos de o desde vehículo,8994
Atacama,2019,Incivilidades,Familia de delitos,Incivilidades,Receptación,Robo de objetos de o desde vehículo,9800
Atacama,2020,Incivilidades,Familia de delitos,Incivilidades,Receptación,Robo de objetos de o desde vehículo,7336
Atacama,2021,Incivilidades,Familia de delitos,Incivilidades,Receptación,Robo de objetos de o desde vehículo,7063
Atacama,2022,Incivilidades,Familia de delitos,Incivilidades,Receptación,Robo de objetos de o desde vehículo,6249
Atacama,2023,Incivilidades,Familia de delitos,Incivilidades,Receptación,Robo de objetos de o desde vehículo,6203
Atacama,2024,Incivilidades,Familia de delitos,Incivilidades,Receptación,Robo de objetos de o desde vehículo,5154
Atacama,2013,Amenaza falta o riña,Grupo,Incivilidades,Amenaza falta o riña,Robo de objetos de o desde vehículo,331
Atacama,2014,Amenaza falta o riña,Grupo,Incivilidades,Amenaza falta o riña,Robo de objetos de o desde vehículo,277
Atacama,2015,Amenaza falta o riña,Grupo,Incivilidades,Amenaza falta o riña,Robo de objetos de o desde vehículo,242
Atacama,2016,Amenaza falta o riña,Grupo,Incivilidades,Amenaza falta o riña,Robo de objetos de o desde vehículo,222
Atacama,2017,Amenaza falta o riña,Grupo,Incivilidades,Amenaza falta o riña,Robo de objetos de o desde vehículo,238
Atacama,2018,Amenaza falta o riña,Grupo,Incivilidades,Amenaza falta o riña,Robo de objetos de o desde vehículo,205
Atacama,2019,Amenaza falta o riña,Grupo,Incivilidades,Amenaza falta o riña,Robo de objetos de o desde vehículo,220
Atacama,2020,Amenaza falta o riña,Grupo,Incivilidades,Amenaza falta o riña,Robo de objetos de o desde vehículo,176
Atacama,2021,Amenaza falta o riña,Grupo,Incivilidades,Amenaza falta o riña,Robo de objetos de o desde vehículo,151
Atacama,2022,Amenaza falta o riña,Grupo,Incivilidades,Amenaza falta o riña,Robo de objetos de o desde vehículo,176
Atacama,2023,Amenaza falta o riña,Grupo,Incivilidades,Amenaza falta o riña,Robo de objetos de o desde vehículo,179
Atacama,2024,Amenaza falta o riña,Grupo,Incivilidades,Amenaza falta o riña,Robo de objetos de o desde vehículo,126
Atacama,2013,Amenaza con armas (falta),Subgrupo,Incivilidades,Amenaza falta o riña,Amenaza con armas (falta),70
Atacama,2014,Amenaza con armas (falta),Subgrupo,Incivilidades,Amenaza falta o riña,Amenaza con armas (falta),65
Atacama,2015,Amenaza con armas (falta),Subgrupo,Incivilidades,Amenaza falta o riña,Amenaza con armas (falta),52
Atacama,2016,Amenaza con armas (falta),Subgrupo,Incivilidades,Amenaza falta o riña,Amenaza con armas (falta),54
Atacama,2017,Amenaza con armas (falta),Subgrupo,Incivilidades,Amenaza falta o riña,Amenaza con armas (falta),54
Atacama,2018,Amenaza con armas (falta),Subgrupo,Incivilidades,Amenaza falta o riña,Amenaza con armas (falta),41
Atacama,2019,Amenaza con armas (falta),Subgrupo,Incivilidades,Amenaza falta o riña,Amenaza con armas (falta),64
Atacama,2020,Amenaza con armas (falta),Subgrupo,Incivilidades,Amenaza falta o riña,Amenaza con armas (falta),62
Atacama,2021,Amenaza con armas (falta),Subgrupo,Incivilidades,Amenaza falta o riña,Amenaza con armas (falta),63
Atacama,2022,Amenaza con armas (falta),Subgrupo,Incivilidades,Amenaza falta o riña,Amenaza con armas (falta),67
Atacama,2023,Amenaza con armas (falta),Subgrupo,Incivilidades,Amenaza falta o riña,Amenaza con armas (falta),67
Atacama,2024,Amenaza con armas (falta),Subgrupo,Incivilidades,Amenaza falta o riña,Amenaza con armas (falta),56
Atacama,2013,Riña Pública,Subgrupo,Incivilidades,Amenaza falta o riña,Riña Pública,261
Atacama,2014,Riña Pública,Subgrupo,Incivilidades,Amenaza falta o riña,Riña Pública,212
Atacama,2015,Riña Pública,Subgrupo,Incivilidades,Amenaza falta o riña,Riña Pública,190
Atacama,2016,Riña Pública,Subgrupo,Incivilidades,Amenaza falta o riña,Riña Pública,168
Atacama,2017,Riña Pública,Subgrupo,Incivilidades,Amenaza falta o riña,Riña Pública,184
Atacama,2018,Riña Pública,Subgrupo,Incivilidades,Amenaza falta o riña,Riña Pública,164
Atacama,2019,Riña Pública,Subgrupo,Incivilidades,Amenaza falta o riña,Riña Pública,156
Atacama,2020,Riña Pública,Subgrupo,Incivilidades,Amenaza falta o riña,Riña Pública,114
Atacama,2021,Riña Pública,Subgrupo,Incivilidades,Amenaza falta o riña,Riña Pública,88
Atacama,2022,Riña Pública,Subgrupo,Incivilidades,Amenaza falta o riña,Riña Pública,109
Atacama,2023,Riña Pública,Subgrupo,Incivilidades,Amenaza falta o riña,Riña Pública,112
Atacama,2024,Riña Pública,Subgrupo,Incivilidades,Amenaza falta o riña,Riña Pública,70
Atacama,2013,Consumo de alcohol y drogas en la vía pública,Grupo,Incivilidades,Consumo de alcohol y drogas en la vía pública,Riña Pública,5462
Atacama,2014,Consumo de alcohol y drogas en la vía pública,Grupo,Incivilidades,Consumo de alcohol y drogas en la vía pública,Riña Pública,5549
Atacama,2015,Consumo de alcohol y drogas en la vía pública,Grupo,Incivilidades,Consumo de alcohol y drogas en la vía pública,Riña Pública,4684
Atacama,2016,Consumo de alcohol y drogas en la vía pública,Grupo,Incivilidades,Consumo de alcohol y drogas en la vía pública,Riña Pública,4452
Atacama,2017,Consumo de alcohol y drogas en la vía pública,Grupo,Incivilidades,Consumo de alcohol y drogas en la vía pública,Riña Pública,4470
Atacama,2018,Consumo de alcohol y drogas en la vía pública,Grupo,Incivilidades,Consumo de alcohol y drogas en la vía pública,Riña Pública,4934
Atacama,2019,Consumo de alcohol y drogas en la vía pública,Grupo,Incivilidades,Consumo de alcohol y drogas en la vía pública,Riña Pública,4711
Atacama,2020,Consumo de alcohol y drogas en la vía pública,Grupo,Incivilidades,Consumo de alcohol y drogas en la vía pública,Riña Pública,1913
Atacama,2021,Consumo de alcohol y drogas en la vía pública,Grupo,Incivilidades,Consumo de alcohol y drogas en la vía pública,Riña Pública,1462
Atacama,2022,Consumo de alcohol y drogas en la vía pública,Grupo,Incivilidades,Consumo de alcohol y drogas en la vía pública,Riña Pública,1707
Atacama,2023,Consumo de alcohol y drogas en la vía pública,Grupo,Incivilidades,Consumo de alcohol y drogas en la vía pública,Riña Pública,2192
Atacama,2024,Consumo de alcohol y drogas en la vía pública,Grupo,Incivilidades,Consumo de alcohol y drogas en la vía pública,Riña Pública,1406
Atacama,2013,Consumo de drogas en la vía pública,Subgrupo,Incivilidades,Consumo de alcohol y drogas en la vía pública,Consumo de drogas en la vía pública,472
Atacama,2014,Consumo de drogas en la vía pública,Subgrupo,Incivilidades,Consumo de alcohol y drogas en la vía pública,Consumo de drogas en la vía pública,355
Atacama,2015,Consumo de drogas en la vía pública,Subgrupo,Incivilidades,Consumo de alcohol y drogas en la vía pública,Consumo de drogas en la vía pública,367
Atacama,2016,Consumo de drogas en la vía pública,Subgrupo,Incivilidades,Consumo de alcohol y drogas en la vía pública,Consumo de drogas en la vía pública,352
