Region,Año,Tipos_delito,Ordenado_por,Familia_delito,Grupo_delito,Subgrupo_delito,Cantidad
Coquimbo,2020,Delitos contra la vida o integridad de las personas,Familia de delitos,Delitos contra la vida o integridad de las personas,Otras incivilidades,Otros delitos o faltas,9403
Coquimbo,2021,Delitos contra la vida o integridad de las personas,Familia de delitos,Delitos contra la vida o integridad de las personas,Otras incivilidades,Otros delitos o faltas,9533
Coquimbo,2022,Delitos contra la vida o integridad de las personas,Familia de delitos,Delitos contra la vida o integridad de las personas,Otras incivilidades,Otros delitos o faltas,11945
Coquimbo,2023,Delitos contra la vida o integridad de las personas,Familia de delitos,Delitos contra la vida o integridad de las personas,Otras incivilidades,Otros delitos o faltas,12430
Coquimbo,2024,Delitos contra la vida o integridad de las personas,Familia de delitos,Delitos contra la vida o integridad de las personas,Otras incivilidades,Otros delitos o faltas,11754
Coquimbo,2013,Homicidios y femicidios,Grupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Otros delitos o faltas,13
Coquimbo,2014,Homicidios y femicidios,Grupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Otros delitos o faltas,12
Coquimbo,2015,Homicidios y femicidios,Grupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Otros delitos o faltas,17
Coquimbo,2016,Homicidios y femicidios,Grupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Otros delitos o faltas,13
Coquimbo,2017,Homicidios y femicidios,Grupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Otros delitos o faltas,24
Coquimbo,2018,Homicidios y femicidios,Grupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Otros delitos o faltas,19
Coquimbo,2019,Homicidios y femicidios,Grupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Otros delitos o faltas,22
Coquimbo,2020,Homicidios y femicidios,Grupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Otros delitos o faltas,27
Coquimbo,2021,Homicidios y femicidios,Grupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Otros delitos o faltas,16
Coquimbo,2022,Homicidios y femicidios,Grupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Otros delitos o faltas,56
Coquimbo,2023,Homicidios y femicidios,Grupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Otros delitos o faltas,41
Coquimbo,2024,Homicidios y femicidios,Grupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Otros delitos o faltas,36
Coquimbo,2013,Homicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Homicidios,12
Coquimbo,2014,Homicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Homicidios,10
Coquimbo,2015,Homicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Homicidios,17
Coquimbo,2016,Homicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Homicidios,13
Coquimbo,2017,Homicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Homicidios,22
Coquimbo,2018,Homicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Homicidios,18
Coquimbo,2019,Homicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Homicidios,21
Coquimbo,2020,Homicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Homicidios,26
Coquimbo,2021,Homicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Homicidios,15
Coquimbo,2022,Homicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Homicidios,53
Coquimbo,2023,Homicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Homicidios,39
Coquimbo,2024,Homicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Homicidios,35
Coquimbo,2013,Femicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Femicidios,1
Coquimbo,2014,Femicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Femicidios,2
Coquimbo,2015,Femicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Femicidios,0
Coquimbo,2016,Femicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Femicidios,0
Coquimbo,2017,Femicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Femicidios,2
Coquimbo,2018,Femicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Femicidios,1
Coquimbo,2019,Femicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Femicidios,1
Coquimbo,2020,Femicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Femicidios,1
Coquimbo,2021,Femicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Femicidios,1
Coquimbo,2022,Femicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Femicidios,3
Coquimbo,2023,Femicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Femicidios,2
Coquimbo,2024,Femicidios,Subgrupo,Delitos contra la vida o integridad de las personas,Homicidios y femicidios,Femicidios,1
Coquimbo,2013,Violaciones y delitos sexuales,Grupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Femicidios,509
Coquimbo,2014,Violaciones y delitos sexuales,Grupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Femicidios,413
Coquimbo,2015,Violaciones y delitos sexuales,Grupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Femicidios,417
Coquimbo,2016,Violaciones y delitos sexuales,Grupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Femicidios,504
Coquimbo,2017,Violaciones y delitos sexuales,Grupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Femicidios,522
Coquimbo,2018,Violaciones y delitos sexuales,Grupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Femicidios,618
Coquimbo,2019,Violaciones y delitos sexuales,Grupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Femicidios,658
Coquimbo,2020,Violaciones y delitos sexuales,Grupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Femicidios,700
Coquimbo,2021,Violaciones y delitos sexuales,Grupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Femicidios,818
Coquimbo,2022,Violaciones y delitos sexuales,Grupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Femicidios,1037
Coquimbo,2023,Violaciones y delitos sexuales,Grupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Femicidios,1025
Coquimbo,2024,Violaciones y delitos sexuales,Grupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Femicidios,922
Coquimbo,2013,Violaciones,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Violaciones,89
Coquimbo,2014,Violaciones,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Violaciones,84
Coquimbo,2015,Violaciones,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Violaciones,87
Coquimbo,2016,Violaciones,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Violaciones,119
Coquimbo,2017,Violaciones,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Violaciones,92
Coquimbo,2018,Violaciones,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Violaciones,126
Coquimbo,2019,Violaciones,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Violaciones,127
Coquimbo,2020,Violaciones,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Violaciones,169
Coquimbo,2021,Violaciones,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Violaciones,165
Coquimbo,2022,Violaciones,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Violaciones,198
Coquimbo,2023,Violaciones,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Violaciones,195
Coquimbo,2024,Violaciones,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Violaciones,187
Coquimbo,2013,Abusos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Abusos sexuales,386
Coquimbo,2014,Abusos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Abusos sexuales,303
Coquimbo,2015,Abusos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Abusos sexuales,304
Coquimbo,2016,Abusos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Abusos sexuales,340
Coquimbo,2017,Abusos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Abusos sexuales,386
Coquimbo,2018,Abusos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Abusos sexuales,456
Coquimbo,2019,Abusos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Abusos sexuales,494
Coquimbo,2020,Abusos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Abusos sexuales,464
Coquimbo,2021,Abusos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Abusos sexuales,576
Coquimbo,2022,Abusos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Abusos sexuales,733
Coquimbo,2023,Abusos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Abusos sexuales,705
Coquimbo,2024,Abusos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Abusos sexuales,608
Coquimbo,2013,Acosos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Acosos sexuales,0
Coquimbo,2014,Acosos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Acosos sexuales,0
Coquimbo,2015,Acosos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Acosos sexuales,0
Coquimbo,2016,Acosos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Acosos sexuales,0
Coquimbo,2017,Acosos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Acosos sexuales,0
Coquimbo,2018,Acosos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Acosos sexuales,0
Coquimbo,2019,Acosos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Acosos sexuales,0
Coquimbo,2020,Acosos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Acosos sexuales,44
Coquimbo,2021,Acosos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Acosos sexuales,58
Coquimbo,2022,Acosos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Acosos sexuales,83
Coquimbo,2023,Acosos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Acosos sexuales,76
Coquimbo,2024,Acosos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Acosos sexuales,83
Coquimbo,2013,Otros delitos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Otros delitos sexuales,34
Coquimbo,2014,Otros delitos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Otros delitos sexuales,26
Coquimbo,2015,Otros delitos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Otros delitos sexuales,26
Coquimbo,2016,Otros delitos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Otros delitos sexuales,45
Coquimbo,2017,Otros delitos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Otros delitos sexuales,44
Coquimbo,2018,Otros delitos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Otros delitos sexuales,36
Coquimbo,2019,Otros delitos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Otros delitos sexuales,37
Coquimbo,2020,Otros delitos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Otros delitos sexuales,23
Coquimbo,2021,Otros delitos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Otros delitos sexuales,19
Coquimbo,2022,Otros delitos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Otros delitos sexuales,23
Coquimbo,2023,Otros delitos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Otros delitos sexuales,49
Coquimbo,2024,Otros delitos sexuales,Subgrupo,Delitos contra la vida o integridad de las personas,Violaciones y delitos sexuales,Otros delitos sexuales,44
Coquimbo,2013,Lesiones graves o gravísimas,Grupo,Delitos contra la vida o integridad de las personas,Lesiones graves o gravísimas,Otros delitos sexuales,398
Coquimbo,2014,Lesiones graves o gravísimas,Grupo,Delitos contra la vida o integridad de las personas,Lesiones graves o gravísimas,Otros delitos sexuales,404
Coquimbo,2015,Lesiones graves o gravísimas,Grupo,Delitos contra la vida o integridad de las personas,Lesiones graves o gravísimas,Otros delitos sexuales,309
Coquimbo,2016,Lesiones graves o gravísimas,Grupo,Delitos contra la vida o integridad de las personas,Lesiones graves o gravísimas,Otros delitos sexuales,276
Coquimbo,2017,Lesiones graves o gravísimas,Grupo,Delitos contra la vida o integridad de las personas,Lesiones graves o gravísimas,Otros delitos sexuales,255
Coquimbo,2018,Lesiones graves o gravísimas,Grupo,Delitos contra la vida o integridad de las personas,Lesiones graves o gravísimas,Otros delitos sexuales,289
Coquimbo,2019,Lesiones graves o gravísimas,Grupo,Delitos contra la vida o integridad de las personas,Lesiones graves o gravísimas,Otros delitos sexuales,346
Coquimbo,2020,Lesiones graves o gravísimas,Grupo,Delitos contra la vida o integridad de las personas,Lesiones graves o gravísimas,Otros delitos sexuales,285
Coquimbo,2021,Lesiones graves o gravísimas,Grupo,Delitos contra la vida o integridad de las personas,Lesiones graves o gravísimas,Otros delitos sexuales,270
Coquimbo,2022,Lesiones graves o gravísimas,Grupo,Delitos contra la vida o integridad de las personas,Lesiones graves o gravísimas,Otros delitos sexuales,321
Coquimbo,2023,Lesiones graves o gravísimas,Grupo,Delitos contra la vida o integridad de las personas,Lesiones graves o gravísimas,Otros delitos sexuales,310
Coquimbo,2024,Lesiones graves o gravísimas,Grupo,Delitos contra la vida o integridad de las personas,Lesiones graves o gravísimas,Otros delitos sexuales,322
Coquimbo,2013,Lesiones menos graves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones menos graves,Otros delitos sexuales,348
Coquimbo,2014,Lesiones menos graves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones menos graves,Otros delitos sexuales,326
Coquimbo,2015,Lesiones menos graves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones menos graves,Otros delitos sexuales,348
Coquimbo,2016,Lesiones menos graves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones menos graves,Otros delitos sexuales,332
Coquimbo,2017,Lesiones menos graves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones menos graves,Otros delitos sexuales,343
Coquimbo,2018,Lesiones menos graves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones menos graves,Otros delitos sexuales,291
Coquimbo,2019,Lesiones menos graves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones menos graves,Otros delitos sexuales,392
Coquimbo,2020,Lesiones menos graves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones menos graves,Otros delitos sexuales,463
Coquimbo,2021,Lesiones menos graves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones menos graves,Otros delitos sexuales,388
Coquimbo,2022,Lesiones menos graves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones menos graves,Otros delitos sexuales,495
Coquimbo,2023,Lesiones menos graves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones menos graves,Otros delitos sexuales,506
Coquimbo,2024,Lesiones menos graves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones menos graves,Otros delitos sexuales,462
Coquimbo,2013,Lesiones leves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones leves,Otros delitos sexuales,3393
Coquimbo,2014,Lesiones leves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones leves,Otros delitos sexuales,3022
Coquimbo,2015,Lesiones leves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones leves,Otros delitos sexuales,2731
Coquimbo,2016,Lesiones leves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones leves,Otros delitos sexuales,2830
Coquimbo,2017,Lesiones leves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones leves,Otros delitos sexuales,2764
Coquimbo,2018,Lesiones leves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones leves,Otros delitos sexuales,2830
Coquimbo,2019,Lesiones leves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones leves,Otros delitos sexuales,2942
Coquimbo,2020,Lesiones leves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones leves,Otros delitos sexuales,2297
Coquimbo,2021,Lesiones leves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones leves,Otros delitos sexuales,2161
Coquimbo,2022,Lesiones leves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones leves,Otros delitos sexuales,2821
Coquimbo,2023,Lesiones leves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones leves,Otros delitos sexuales,3090
Coquimbo,2024,Lesiones leves,Grupo,Delitos contra la vida o integridad de las personas,Lesiones leves,Otros delitos sexuales,2993
Coquimbo,2013,Amenazas,Grupo,Delitos contra la vida o integridad de las personas,Amenazas,Otros delitos sexuales,4965
Coquimbo,2014,Amenazas,Grupo,Delitos contra la vida o integridad de las personas,Amenazas,Otros delitos sexuales,4644
Coquimbo,2015,Amenazas,Grupo,Delitos contra la vida o integridad de las personas,Amenazas,Otros delitos sexuales,4318
Coquimbo,2016,Amenazas,Grupo,Delitos contra la vida o integridad de las personas,Amenazas,Otros delitos sexuales,4331
Coquimbo,2017,Amenazas,Grupo,Delitos contra la vida o integridad de las personas,Amenazas,Otros delitos sexuales,4663
Coquimbo,2018,Amenazas,Grupo,Delitos contra la vida o integridad de las personas,Amenazas,Otros delitos sexuales,5123
Coquimbo,2019,Amenazas,Grupo,Delitos contra la vida o integridad de las personas,Amenazas,Otros delitos sexuales,5573
Coquimbo,2020,Amenazas,Grupo,Delitos contra la vida o integridad de las personas,Amenazas,Otros delitos sexuales,5631
Coquimbo,2021,Amenazas,Grupo,Delitos contra la vida o integridad de las personas,Amenazas,Otros delitos sexuales,5880
Coquimbo,2022,Amenazas,Grupo,Delitos contra la vida o integridad de las personas,Amenazas,Otros delitos sexuales,7215
Coquimbo,2023,Amenazas,Grupo,Delitos contra la vida o integridad de las personas,Amenazas,Otros delitos sexuales,7458
Coquimbo,2024,Amenazas,Grupo,Delitos contra la vida o integridad de las personas,Amenazas,Otros delitos sexuales,7019
Coquimbo,2013,Robos violentos,Familia de delitos,Robos violentos,Amenazas,Otros delitos sexuales,2228
Coquimbo,2014,Robos violentos,Familia de delitos,Robos violentos,Amenazas,Otros delitos sexuales,2743
Coquimbo,2015,Robos violentos,Familia de delitos,Robos violentos,Amenazas,Otros delitos sexuales,2775
Coquimbo,2016,Robos violentos,Familia de delitos,Robos violentos,Amenazas,Otros delitos sexuales,2770
Coquimbo,2017,Robos violentos,Familia de delitos,Robos violentos,Amenazas,Otros delitos sexuales,2777
Coquimbo,2018,Robos violentos,Familia de delitos,Robos violentos,Amenazas,Otros delitos sexuales,2665
Coquimbo,2019,Robos violentos,Familia de delitos,Robos violentos,Amenazas,Otros delitos sexuales,2707
Coquimbo,2020,Robos violentos,Familia de delitos,Robos violentos,Amenazas,Otros delitos sexuales,2148
Coquimbo,2021,Robos violentos,Familia de delitos,Robos violentos,Amenazas,Otros delitos sexuales,1699
Coquimbo,2022,Robos violentos,Familia de delitos,Robos violentos,Amenazas,Otros delitos sexuales,2922
Coquimbo,2023,Robos violentos,Familia de delitos,Robos violentos,Amenazas,Otros delitos sexuales,2926
Coquimbo,2024,Robos violentos,Familia de delitos,Robos violentos,Amenazas,Otros delitos sexuales,2889
Coquimbo,2013,Robos con violencia o intimidación,Grupo,Robos violentos,Robos con violencia o intimidación,Otros delitos sexuales,1385
Coquimbo,2014,Robos con violencia o intimidación,Grupo,Robos violentos,Robos con violencia o intimidación,Otros delitos sexuales,1737
Coquimbo,2015,Robos con violencia o intimidación,Grupo,Robos violentos,Robos con violencia o intimidación,Otros delitos sexuales,1708
Coquimbo,2016,Robos con violencia o intimidación,Grupo,Robos violentos,Robos con violencia o intimidación,Otros delitos sexuales,1664
Coquimbo,2017,Robos con violencia o intimidación,Grupo,Robos violentos,Robos con violencia o intimidación,Otros delitos sexuales,1680
Coquimbo,2018,Robos con violencia o intimidación,Grupo,Robos violentos,Robos con violencia o intimidación,Otros delitos sexuales,1688
Coquimbo,2019,Robos con violencia o intimidación,Grupo,Robos violentos,Robos con violencia o intimidación,Otros delitos sexuales,1857
Coquimbo,2020,Robos con violencia o intimidación,Grupo,Robos violentos,Robos con violencia o intimidación,Otros delitos sexuales,1565
Coquimbo,2021,Robos con violencia o intimidación,Grupo,Robos violentos,Robos con violencia o intimidación,Otros delitos sexuales,1246
Coquimbo,2022,Robos con violencia o intimidación,Grupo,Robos violentos,Robos con violencia o intimidación,Otros delitos sexuales,2237
Coquimbo,2023,Robos con violencia o intimidación,Grupo,Robos violentos,Robos con violencia o intimidación,Otros delitos sexuales,2178
Coquimbo,2024,Robos con violencia o intimidación,Grupo,Robos violentos,Robos con violencia o intimidación,Otros delitos sexuales,2146
Coquimbo,2013,Robos con violencia o intimidación,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robos con violencia o intimidación,1385
Coquimbo,2014,Robos con violencia o intimidación,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robos con violencia o intimidación,1737
Coquimbo,2015,Robos con violencia o intimidación,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robos con violencia o intimidación,1708
Coquimbo,2016,Robos con violencia o intimidación,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robos con violencia o intimidación,1664
Coquimbo,2017,Robos con violencia o intimidación,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robos con violencia o intimidación,1680
Coquimbo,2018,Robos con violencia o intimidación,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robos con violencia o intimidación,1688
Coquimbo,2019,Robos con violencia o intimidación,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robos con violencia o intimidación,1857
Coquimbo,2020,Robos con violencia o intimidación,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robos con violencia o intimidación,1539
Coquimbo,2021,Robos con violencia o intimidación,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robos con violencia o intimidación,1202
Coquimbo,2022,Robos con violencia o intimidación,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robos con violencia o intimidación,2109
Coquimbo,2023,Robos con violencia o intimidación,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robos con violencia o intimidación,2076
Coquimbo,2024,Robos con violencia o intimidación,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robos con violencia o intimidación,2006
Coquimbo,2013,Robo violento de vehículo motorizado,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robo violento de vehículo motorizado,0
Coquimbo,2014,Robo violento de vehículo motorizado,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robo violento de vehículo motorizado,0
Coquimbo,2015,Robo violento de vehículo motorizado,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robo violento de vehículo motorizado,0
Coquimbo,2016,Robo violento de vehículo motorizado,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robo violento de vehículo motorizado,0
Coquimbo,2017,Robo violento de vehículo motorizado,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robo violento de vehículo motorizado,0
Coquimbo,2018,Robo violento de vehículo motorizado,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robo violento de vehículo motorizado,0
Coquimbo,2019,Robo violento de vehículo motorizado,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robo violento de vehículo motorizado,0
Coquimbo,2020,Robo violento de vehículo motorizado,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robo violento de vehículo motorizado,26
Coquimbo,2021,Robo violento de vehículo motorizado,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robo violento de vehículo motorizado,44
Coquimbo,2022,Robo violento de vehículo motorizado,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robo violento de vehículo motorizado,128
Coquimbo,2023,Robo violento de vehículo motorizado,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robo violento de vehículo motorizado,102
Coquimbo,2024,Robo violento de vehículo motorizado,Subgrupo,Robos violentos,Robos con violencia o intimidación,Robo violento de vehículo motorizado,140
Coquimbo,2013,Robo por sorpresa,Grupo,Robos violentos,Robo por sorpresa,Robo violento de vehículo motorizado,843
Coquimbo,2014,Robo por sorpresa,Grupo,Robos violentos,Robo por sorpresa,Robo violento de vehículo motorizado,1006
Coquimbo,2015,Robo por sorpresa,Grupo,Robos violentos,Robo por sorpresa,Robo violento de vehículo motorizado,1067
Coquimbo,2016,Robo por sorpresa,Grupo,Robos violentos,Robo por sorpresa,Robo violento de vehículo motorizado,1106
Coquimbo,2017,Robo por sorpresa,Grupo,Robos violentos,Robo por sorpresa,Robo violento de vehículo motorizado,1097
Coquimbo,2018,Robo por sorpresa,Grupo,Robos violentos,Robo por sorpresa,Robo violento de vehículo motorizado,977
Coquimbo,2019,Robo por sorpresa,Grupo,Robos violentos,Robo por sorpresa,Robo violento de vehículo motorizado,850
Coquimbo,2020,Robo por sorpresa,Grupo,Robos violentos,Robo por sorpresa,Robo violento de vehículo motorizado,583
Coquimbo,2021,Robo por sorpresa,Grupo,Robos violentos,Robo por sorpresa,Robo violento de vehículo motorizado,453
Coquimbo,2022,Robo por sorpresa,Grupo,Robos violentos,Robo por sorpresa,Robo violento de vehículo motorizado,685
Coquimbo,2023,Robo por sorpresa,Grupo,Robos violentos,Robo por sorpresa,Robo violento de vehículo motorizado,748
Coquimbo,2024,Robo por sorpresa,Grupo,Robos violentos,Robo por sorpresa,Robo violento de vehículo motorizado,743
Coquimbo,2013,Violencia intrafamiliar,Familia de delitos,Violencia intrafamiliar,Robo por sorpresa,Robo violento de vehículo motorizado,4919
Coquimbo,2014,Violencia intrafamiliar,Familia de delitos,Violencia intrafamiliar,Robo por sorpresa,Robo violento de vehículo motorizado,4980
Coquimbo,2015,Violencia intrafamiliar,Familia de delitos,Violencia intrafamiliar,Robo por sorpresa,Robo violento de vehículo motorizado,4394
Coquimbo,2016,Violencia intrafamiliar,Familia de delitos,Violencia intrafamiliar,Robo por sorpresa,Robo violento de vehículo motorizado,4801
